position,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,eigencentrality,playerID,PlayerName2,WeightedDegree,Modularity
CB,14.486021,5,0.367016,0.393517,0.00112,0.026271,0.026274,0.000766,0.258054,53565,Marco Wilson,14.486021,2
DE,7.660915,5,0.346301,0.368701,0.000404,0.012781,0.012783,0.000439,0.127296,48032,Michael Dogbe,7.660915,2
DT,6.452716,5,0.337719,0.359578,0.000199,0.011339,0.011341,0.000376,0.108224,52490,Neville Gallimore,6.452716,6
DE,7.05677,5,0.350717,0.374632,0.000591,0.014278,0.014281,0.000513,0.139161,43308,Shaq Lawson,7.05677,3
RB,6.281604,5,0.326825,0.344729,0.000681,0.006963,0.006963,0.000445,0.070302,54596,Hassan Haskins,6.281604,4
QB,10.046119,5,0.336391,0.363268,0.002558,0.018247,0.018245,0.00105,0.186193,54551,Malik Willis,10.046119,0
TE,9.590681,5,0.347944,0.374708,0.000785,0.026341,0.026338,0.000804,0.244118,53484,Pat Freiermuth,9.590681,3
WR,2.0784,5,0.331968,0.349015,0.000037,0.00903,0.009029,0.000306,0.089161,54519,Skyy Moore,2.0784,7
WR,1.173015,5,0.31937,0.334351,0.000017,0.00588,0.00588,0.000236,0.055525,52467,Denzel Mims,1.173015,4
WR,1.434381,5,0.312817,0.328128,0.000028,0.005046,0.005046,0.00028,0.049732,54628,Kyle Philips,1.434381,7
WR,22.724422,5,0.359645,0.392219,0.002125,0.046965,0.046958,0.001317,0.43293,43454,Tyreek Hill,22.724422,5
WR,5.08636,5,0.345446,0.367457,0.000289,0.018922,0.01892,0.000561,0.175016,46671,Trent Sherfield,5.08636,5
WR,0.261366,6,0.296439,0.309394,0,0.00231,0.00231,0.000145,0.021777,47876,Miles Boykin,0.261366,4
WR,14.503816,5,0.370906,0.398615,0.002033,0.035805,0.035801,0.001006,0.333754,52457,Chase Claypool,14.503816,3
WR,6.695037,5,0.345059,0.367662,0.000378,0.016755,0.016753,0.000598,0.168006,46243,Marquez Valdes-Scantling,6.695037,7
RB,46.315146,5,0.34992,0.384383,0.002614,0.038262,0.038256,0.001419,0.372459,54042,Caleb Huntley,46.315146,5
RB,8.60036,5,0.342374,0.364058,0.000207,0.014642,0.014641,0.00053,0.142605,53612,Avery Williams,8.60036,3
OLB,41.528685,5,0.389282,0.424459,0.005436,0.052332,0.052338,0.001563,0.505013,53489,Pete Werner,41.528685,2
CB,7.262146,5,0.344982,0.367229,0.000249,0.013472,0.013473,0.000469,0.131274,42421,P.J. Williams,7.262146,2
CB,7.632231,5,0.366144,0.39369,0.001211,0.027029,0.027033,0.000781,0.259509,41257,Bradley Roby,7.632231,2
FS,14.48588,5,0.370014,0.397013,0.001397,0.029215,0.029218,0.000729,0.277066,44851,Marcus Maye,14.48588,2
CB,8.440151,5,0.346301,0.369253,0.000263,0.018444,0.018446,0.000492,0.17438,44823,Marshon Lattimore,8.440151,2
TE,0.784098,5,0.3148,0.329719,0.000007,0.003844,0.003844,0.000194,0.037754,45355,Anthony Firkser,0.784098,3
OLB,17.904727,5,0.384232,0.414232,0.003131,0.035127,0.035133,0.001045,0.338588,46083,Marcus Davenport,17.904727,2
FS,24.381352,5,0.382704,0.412987,0.002804,0.039656,0.039661,0.001051,0.379283,40017,Tyrann Mathieu,24.381352,2
FS,12.091425,5,0.363379,0.391472,0.001363,0.027753,0.027756,0.000828,0.266463,44862,Justin Evans,12.091425,2
ILB,10.627184,5,0.366492,0.392803,0.000672,0.025246,0.025249,0.000639,0.243138,48027,Kaden Elliss,10.627184,2
DT,11.404112,5,0.374605,0.402543,0.001695,0.02618,0.026184,0.000861,0.255368,43409,David Onyemata,11.404112,2
MLB,26.966053,5,0.385289,0.416234,0.002613,0.044768,0.044774,0.001079,0.425134,38607,Demario Davis,26.966053,2
CB,12.272666,5,0.369128,0.399957,0.002664,0.033214,0.033219,0.00108,0.326451,47941,Michael Jackson,12.272666,6
FS,11.170381,5,0.367454,0.394459,0.000996,0.02629,0.026294,0.000737,0.25486,44873,Josh Jones,11.170381,6
ILB,40.638702,5,0.38185,0.416245,0.004962,0.046206,0.046212,0.001466,0.450908,52435,Jordyn Brooks,40.638702,6
DE,9.480126,5,0.355987,0.381677,0.001739,0.019788,0.019791,0.000742,0.192011,46487,Poona Ford,9.480126,6
CB,13.417003,5,0.369393,0.400227,0.001782,0.034071,0.034076,0.001005,0.329777,54618,Tariq Woolen,13.417003,6
OLB,30.171614,5,0.379965,0.412944,0.004806,0.038684,0.03869,0.001333,0.379957,46117,Uchenna Nwosu,30.171614,6
CB,13.059276,5,0.36763,0.395281,0.001072,0.030341,0.030346,0.000764,0.29177,54574,Coby Bryant,13.059276,6
NT,15.969668,5,0.35864,0.38447,0.001964,0.019772,0.019775,0.000737,0.194371,35562,Al Woods,15.969668,6
DE,14.201547,5,0.376344,0.406775,0.003287,0.031163,0.031168,0.001061,0.306481,43436,Quinton Jefferson,14.201547,6
FS,19.092667,5,0.37561,0.406277,0.001672,0.03709,0.037095,0.000959,0.359353,42543,Quandre Diggs,19.092667,6
OLB,6.433774,5,0.35443,0.381223,0.001034,0.018243,0.018246,0.00065,0.181226,52456,Darrell Taylor,6.433774,6
SS,20.628445,5,0.375885,0.405314,0.002138,0.033786,0.033791,0.001001,0.3243,44903,John Johnson,20.628445,3
OLB,21.598713,5,0.358473,0.387933,0.001541,0.026829,0.026832,0.000925,0.262677,53481,Jeremiah Owusu-Koramoah,21.598713,3
MLB,24.242927,5,0.374423,0.404773,0.002613,0.036422,0.036426,0.001082,0.351324,52505,Jacob Phillips,24.242927,3
DT,10.464137,5,0.352242,0.378387,0.001221,0.018213,0.018216,0.000724,0.175443,52496,Jordan Elliott,10.464137,3
CB,8.386336,5,0.37037,0.397381,0.001211,0.028645,0.028649,0.000778,0.272671,53455,Greg Newsome,8.386336,5
DE,7.911286,5,0.336171,0.360844,0.000524,0.016328,0.01633,0.00056,0.154587,54688,Isaiah Thomas,7.911286,5
CB,8.770877,5,0.350717,0.375801,0.000518,0.01923,0.019233,0.000562,0.187114,46073,Denzel Ward,8.770877,3
DE,6.095042,5,0.352726,0.378182,0.002211,0.016743,0.016746,0.000643,0.160457,45038,Isaac Rochell,6.095042,1
CB,12.271141,5,0.369926,0.398571,0.00152,0.031209,0.031214,0.000857,0.295233,54533,Martin Emerson,12.271141,5
DB,5.297779,5,0.349603,0.372857,0.000142,0.014706,0.014708,0.000347,0.143714,46162,Ronnie Harrison,5.297779,3
OLB,22.909,5,0.366144,0.400682,0.002681,0.038746,0.038752,0.001127,0.375654,41915,Shaquil Barrett,22.909,3
FS,15.975465,5,0.360571,0.393398,0.003237,0.034765,0.03477,0.001104,0.336742,52453,Antoine Winfield,15.975465,3
DT,10.252932,5,0.343137,0.367587,0.00039,0.015981,0.015983,0.000518,0.15505,46159,Deadrin Senat,10.252932,3
DE,4.84457,5,0.34475,0.369989,0.000589,0.016434,0.016437,0.000528,0.158679,54498,Logan Hall,4.84457,3
CB,3.317527,5,0.327451,0.349524,0.000075,0.010645,0.010646,0.000359,0.103202,54622,Zyon McCollum,3.317527,3
TE,0.534142,5,0.316157,0.33105,0.000004,0.003684,0.003684,0.000168,0.036087,42486,MyCole Pruitt,0.534142,3
DT,5.074328,5,0.328009,0.348831,0.000092,0.010427,0.010429,0.000382,0.10505,40048,Akeem Spence,5.074328,1
CB,4.242542,5,0.334564,0.355076,0.000101,0.010409,0.010411,0.000306,0.102382,54637,Samuel Womack,4.242542,1
FB,0.696149,5,0.303388,0.318258,0.000188,0.00284,0.002841,0.000204,0.028198,41808,Keith Smith,0.696149,3
OLB,16.471805,5,0.364066,0.395574,0.001911,0.03026,0.030264,0.000962,0.288686,52515,Akeem Davis-Gaither,16.471805,3
FS,21.790887,5,0.368686,0.401504,0.002452,0.037235,0.037239,0.001133,0.352428,46123,Jessie Bates,21.790887,5
CB,2.259347,5,0.326479,0.348312,0.000088,0.009318,0.009319,0.000311,0.089941,54525,Cam Taylor-Britt,2.259347,5
CB,13.593542,5,0.368157,0.399297,0.001578,0.038452,0.038458,0.000926,0.35993,43641,Mike Hilton,13.593542,5
CB,14.253708,5,0.365709,0.396959,0.001681,0.034857,0.034863,0.000965,0.328127,44872,Chidobe Awuzie,14.253708,3
DE,22.84776,5,0.369482,0.403669,0.00426,0.035961,0.035966,0.001334,0.344451,44915,Trey Hendrickson,22.84776,3
ILB,7.189524,5,0.332542,0.354156,0.000185,0.01,0.010001,0.000386,0.097572,52623,Markus Bailey,7.189524,3
WR,0.694372,6,0.307447,0.324199,0.000003,0.004392,0.004392,0.000193,0.042114,42899,Damiere Byrd,0.694372,5
DE,26.758632,5,0.379404,0.4129,0.003432,0.047011,0.047017,0.001273,0.445709,46146,Sam Hubbard,26.758632,3
DE,5.200952,5,0.327451,0.34987,0.000149,0.011655,0.011656,0.000389,0.110326,53498,Joseph Ossai,5.200952,3
OLB,38.289872,5,0.367016,0.402229,0.002659,0.045161,0.045166,0.001238,0.425962,47855,Germaine Pratt,38.289872,3
DT,8.831272,5,0.339207,0.364297,0.000322,0.015764,0.015765,0.000441,0.149987,54560,Zach Carter,8.831272,3
DE,5.121692,5,0.346457,0.371277,0.00074,0.013142,0.013144,0.000483,0.126141,53540,Cam Sample,5.121692,5
ILB,22.001457,5,0.365275,0.39829,0.001717,0.04032,0.040325,0.000951,0.379851,46527,Frankie Luvu,22.001457,5
CB,12.420263,5,0.365102,0.395173,0.000959,0.033397,0.033401,0.000766,0.314549,53437,Jaycee Horn,12.420263,5
OLB,9.689054,5,0.356729,0.386234,0.001718,0.024679,0.024682,0.000893,0.235757,46205,Marquis Haynes,9.689054,5
DT,21.883281,5,0.36597,0.392684,0.001133,0.024832,0.024835,0.000739,0.246457,46264,Sebastian Joseph,21.883281,7
CB,11.580653,5,0.360909,0.386472,0.000882,0.023882,0.023886,0.000713,0.239315,45571,Michael Davis,11.580653,7
CB,9.142807,5,0.370995,0.400368,0.002576,0.030344,0.03035,0.000893,0.301688,53476,Asante Samuel,9.142807,7
ILB,35.255373,5,0.381471,0.413398,0.002932,0.043197,0.043203,0.00118,0.42976,47913,Drue Tranquill,35.255373,7
SS,40.63174,5,0.381471,0.41513,0.004195,0.046959,0.046965,0.001388,0.466527,46086,Derwin James,40.63174,7
OLB,2.51886,5,0.323122,0.343312,0.000118,0.006157,0.006159,0.000228,0.062018,52662,Derrek Tuszka,2.51886,2
FS,13.396164,5,0.362951,0.390444,0.001144,0.029133,0.029138,0.000787,0.293175,47843,Nasir Adderley,13.396164,7
OLB,11.921105,5,0.37216,0.400249,0.00214,0.027852,0.027857,0.000905,0.281055,41269,Kyle Van Noy,11.921105,7
SS,7.330401,5,0.35839,0.384556,0.00057,0.022856,0.022859,0.000535,0.223057,52594,Alohi Gilman,7.330401,7
DT,4.554442,5,0.339656,0.362045,0.000314,0.011347,0.011349,0.000373,0.113521,54625,Otito Ogbonnia,4.554442,7
RB,1.863354,6,0.282103,0.29566,0,0.002909,0.002908,0.000168,0.027939,41712,Damien Williams,1.863354,2
DT,11.997566,5,0.373696,0.400379,0.001528,0.025799,0.025803,0.000787,0.251258,46197,Kentavius Street,11.997566,2
DE,12.917524,5,0.372521,0.397673,0.000721,0.024857,0.024861,0.000572,0.238274,44871,Tanoh Kpassagnon,12.917524,2
QB,21.221823,5,0.364497,0.406786,0.009994,0.049293,0.049287,0.002373,0.490828,46070,Baker Mayfield,21.221823,1
TE,1.229287,5,0.324757,0.342024,0.000109,0.005968,0.005968,0.000279,0.05907,52858,Giovanni Ricci,1.229287,1
DT,13.660476,5,0.35706,0.38171,0.000642,0.019194,0.019195,0.000636,0.185407,48544,Shy Tuttle,13.660476,2
WR,16.996197,5,0.356647,0.386396,0.001384,0.039191,0.039186,0.001128,0.366258,52430,Justin Jefferson,16.996197,2
QB,33.976199,5,0.381566,0.428918,0.01343,0.086569,0.086557,0.002807,0.816706,38632,Kirk Cousins,33.976199,2
RB,83.122286,5,0.370638,0.411396,0.007833,0.066067,0.066057,0.002135,0.623308,44853,Dalvin Cook,83.122286,2
QB,39.649758,5,0.37243,0.419632,0.014288,0.06642,0.06641,0.002756,0.659449,39987,Geno Smith,39.649758,2
TE,6.81199,5,0.341842,0.366158,0.00043,0.018701,0.018698,0.000653,0.185433,47803,Noah Fant,6.81199,2
TE,5.699594,5,0.345524,0.368777,0.000343,0.017752,0.01775,0.000592,0.173975,46189,Will Dissly,5.699594,2
RB,28.77188,5,0.347003,0.375974,0.001994,0.026725,0.026721,0.000991,0.260404,46096,Rashaad Penny,28.77188,0
WR,11.782894,5,0.346067,0.371353,0.000623,0.02121,0.021207,0.000764,0.208264,47847,DK Metcalf,11.782894,2
G,1.838235,5,0.316157,0.332576,0.000038,0.005641,0.00564,0.000271,0.05719,47907,Phil Haynes,1.838235,2
RB,53.690096,5,0.354023,0.388961,0.005477,0.038868,0.038862,0.001694,0.384057,54506,Kenneth Walker,53.690096,2
RB,102.188598,5,0.375793,0.423236,0.010036,0.083155,0.083142,0.002594,0.766457,44860,Joe Mixon,102.188598,5
TE,10.145531,5,0.354023,0.382911,0.001138,0.034631,0.034627,0.000905,0.318615,46094,Hayden Hurst,10.145531,5
QB,47.269397,5,0.38185,0.437143,0.018453,0.108195,0.10818,0.003424,1,52409,Joe Burrow,47.269397,5
C,4.827721,5,0.347238,0.373874,0.000557,0.022872,0.022869,0.000706,0.213094,43510,Ted Karras,4.827721,2
RB,7.696645,5,0.328009,0.347219,0.000229,0.010663,0.010662,0.000453,0.103603,54666,Keaontay Ingram,7.696645,2
DE,25.086621,5,0.383562,0.413907,0.002636,0.0384,0.038405,0.001058,0.369044,37097,Cameron Jordan,25.086621,2
RB,84.267589,5,0.366405,0.410801,0.008658,0.05753,0.05752,0.002359,0.581338,47807,Josh Jacobs,84.267589,7
TE,6.49232,5,0.337942,0.362078,0.000462,0.016012,0.01601,0.000652,0.159931,47920,Foster Moreau,6.49232,2
QB,32.058032,5,0.370281,0.422522,0.015022,0.074362,0.07435,0.003097,0.751393,41265,Derek Carr,32.058032,7
WR,6.656084,5,0.339656,0.362911,0.000328,0.017989,0.017987,0.000598,0.178241,47932,Hunter Renfrow,6.656084,7
RB,2.529853,5,0.33247,0.351883,0.000494,0.009499,0.009498,0.00041,0.094906,42397,Ameer Abdullah,2.529853,2
WR,7.001496,5,0.344134,0.36816,0.000545,0.01725,0.017248,0.000659,0.174662,44931,Mack Hollins,7.001496,7
QB,1.234229,5,0.301488,0.316364,0.000016,0.004986,0.004985,0.000341,0.049184,47916,Jarrett Stidham,1.234229,2
RB,40.164574,5,0.358807,0.392792,0.002697,0.042184,0.042178,0.001353,0.398645,43362,Kenyan Drake,40.164574,2
CB,4.983463,5,0.350239,0.372684,0.001107,0.013227,0.013229,0.000632,0.130337,54514,Alontae Taylor,4.983463,2
DE,12.331762,5,0.360909,0.385736,0.000725,0.021032,0.021035,0.000614,0.201177,48537,Carl Granderson,12.331762,2
MLB,31.506716,5,0.37903,0.410563,0.002738,0.040191,0.040196,0.001114,0.390767,47871,Cody Barton,31.506716,6
OLB,10.905877,5,0.362438,0.388647,0.001018,0.027023,0.027028,0.000656,0.26032,54505,Boye Mafe,10.905877,6
OLB,3.291925,6,0.287421,0.29987,0.000003,0.001842,0.001842,0.000206,0.018667,48008,Darryl Johnson,3.291925,6
NT,8.553637,5,0.338536,0.359827,0.000508,0.012194,0.012195,0.000496,0.11959,48198,Bryan Mone,8.553637,6
DT,5.087782,5,0.326756,0.345292,0.000184,0.006995,0.006995,0.000406,0.070211,54573,Perrion Winfrey,5.087782,3
OLB,20.86082,5,0.364583,0.392814,0.001224,0.029839,0.029843,0.000815,0.282786,47863,Sione Takitaki,20.86082,5
DT,14.241546,5,0.363894,0.388506,0.001601,0.019909,0.019912,0.000721,0.196715,43332,Austin Johnson,14.241546,7
ILB,16.673825,5,0.374514,0.404838,0.002108,0.035945,0.035951,0.000966,0.356637,52431,Kenneth Murray,16.673825,7
NT,6.951498,5,0.333117,0.351429,0.000188,0.009226,0.009227,0.000345,0.090292,42559,Christian Covington,6.951498,7
CB,7.799308,5,0.367016,0.395227,0.001376,0.02621,0.026215,0.000774,0.263342,42935,Bryce Callahan,7.799308,7
WR,3.850252,5,0.328919,0.349437,0.000133,0.009972,0.009971,0.000418,0.097468,52450,Laviska Shenault,3.850252,3
TE,6.807838,5,0.34889,0.372706,0.000543,0.022396,0.022393,0.000707,0.212271,47833,Irv Smith,6.807838,2
WR,9.847352,5,0.351358,0.376656,0.001017,0.025536,0.025533,0.000842,0.240908,40488,Adam Thielen,9.847352,2
RB,8.168896,5,0.334564,0.357262,0.000232,0.015715,0.015713,0.000529,0.154476,52552,DeeJay Dallas,8.168896,7
RB,22.225877,5,0.357143,0.388117,0.002067,0.036161,0.036156,0.001116,0.332462,44927,Samaje Perine,22.225877,5
WR,9.772899,5,0.347708,0.375639,0.000816,0.030489,0.030485,0.000882,0.278845,43344,Tyler Boyd,9.772899,5
WR,1.0392,5,0.317329,0.332608,0.000027,0.004053,0.004053,0.000229,0.04085,45555,Keelan Cole,1.0392,2
WR,1.803945,5,0.326479,0.343874,0.000024,0.007582,0.007582,0.000265,0.071727,52609,James Proche,1.803945,2
TE,2.523934,5,0.32899,0.348474,0.000237,0.008177,0.008177,0.000376,0.080671,53512,Tommy Tremble,2.523934,1
G,0.735294,5,0.295132,0.307468,0.000009,0.002283,0.002283,0.000199,0.022766,46102,Austin Corbett,0.735294,3
T,4.595588,5,0.339731,0.359567,0.000278,0.013639,0.013637,0.000508,0.13219,46131,Brian O'Neill,4.595588,2
DE,6.672963,5,0.349286,0.371613,0.000504,0.01695,0.016953,0.000531,0.163947,53457,Payton Turner,6.672963,2
G,5.133303,5,0.340031,0.360325,0.000409,0.013625,0.013623,0.000544,0.130025,54524,Ed Ingram,5.133303,2
G,2.573529,5,0.316612,0.333647,0.000085,0.006401,0.0064,0.00035,0.064132,52477,Damien Lewis,2.573529,2
DT,7.730795,5,0.354594,0.376558,0.00026,0.015723,0.015725,0.000427,0.151859,52665,Malcolm Roach,7.730795,2
T,4.779412,5,0.333333,0.354751,0.000386,0.010937,0.010935,0.000558,0.112043,44972,Jermaine Eluemunor,4.779412,7
SS,25.158965,5,0.371442,0.4025,0.002604,0.033608,0.033613,0.001051,0.321623,52452,Grant Delpit,25.158965,5
WR,6.641573,5,0.333912,0.354545,0.000203,0.012959,0.012957,0.000522,0.122112,46263,Russell Gage,6.641573,0
WR,4.225063,4,0.351678,0.371212,0.00044,0.012449,0.012448,0.000449,0.122486,43808,Robbie Chosen,4.225063,1
WR,6.70277,5,0.350717,0.373983,0.000408,0.021969,0.021966,0.000638,0.206403,52584,K.J. Osborn,6.70277,2
WR,13.337664,5,0.350797,0.379719,0.000795,0.036311,0.036306,0.000983,0.330924,53434,Ja'Marr Chase,13.337664,5
WR,6.590426,5,0.334056,0.35276,0.000113,0.0115,0.011499,0.000411,0.110222,39973,DeAndre Hopkins,6.590426,6
G,4.460074,5,0.338834,0.361385,0.000248,0.01491,0.014909,0.000487,0.139774,54522,Luke Goedeke,4.460074,5
G,4.779412,5,0.344673,0.365682,0.000381,0.01483,0.014828,0.000512,0.142365,52466,Ezra Cleveland,4.779412,7
T,7.523009,5,0.342984,0.365162,0.000751,0.014514,0.014511,0.000732,0.145819,54474,Charles Cross,7.523009,2
C,2.743597,5,0.32766,0.346071,0.000187,0.008464,0.008462,0.000425,0.085463,43537,Austin Blythe,2.743597,2
CB,11.819073,5,0.367454,0.394156,0.001223,0.027594,0.027598,0.000764,0.265022,53505,Paulson Adebo,11.819073,2
T,6.236244,5,0.333984,0.355433,0.000346,0.011338,0.011336,0.000574,0.116199,46084,Kolton Miller,6.236244,7
G,3.676471,5,0.325238,0.34434,0.000171,0.009631,0.009629,0.000441,0.094654,38557,Kevin Zeitler,3.676471,2
RB,71.930271,5,0.381282,0.420206,0.008515,0.060926,0.060917,0.002024,0.588263,44879,Alvin Kamara,71.930271,6
WR,3.977561,5,0.342451,0.362305,0.00022,0.015708,0.015706,0.000446,0.149535,41292,Jarvis Landry,3.977561,3
QB,13.768073,5,0.34716,0.379502,0.002988,0.039728,0.039724,0.001421,0.381398,42344,Jameis Winston,13.768073,3
RB,34.180656,5,0.367016,0.398312,0.003788,0.038042,0.038037,0.001306,0.366682,37101,Mark Ingram,34.180656,6
WR,11.455457,5,0.348416,0.376115,0.001003,0.02615,0.026146,0.000917,0.257537,42412,Tyler Lockett,11.455457,2
ILB,1.081933,5,0.292331,0.304383,0.000013,0.001768,0.001768,0.000181,0.017468,55175,Nate Landman,1.081933,0
WR,3.447125,5,0.336538,0.35631,0.000137,0.011236,0.011235,0.000382,0.110525,40026,Marquise Goodwin,3.447125,2
RB,86.27174,5,0.379217,0.421872,0.007937,0.07685,0.076838,0.002268,0.71517,46104,Nick Chubb,86.27174,5
TE,10.763362,5,0.351277,0.376504,0.000636,0.026884,0.02688,0.000787,0.247469,44841,David Njoku,10.763362,5
QB,38.129206,5,0.386449,0.435184,0.018626,0.092959,0.092946,0.003169,0.866709,43380,Jacoby Brissett,38.129206,5
WR,3.302329,5,0.342298,0.360379,0.000089,0.01138,0.011379,0.000355,0.105496,54564,David Bell,3.302329,5
TE,4.592367,5,0.34207,0.363972,0.000518,0.016584,0.016583,0.000549,0.153909,52523,Harrison Bryant,4.592367,5
RB,52.210394,5,0.373786,0.412089,0.006069,0.063756,0.063746,0.00177,0.594619,44898,Kareem Hunt,52.210394,5
WR,2.428718,5,0.333622,0.351807,0.000133,0.009136,0.009135,0.00034,0.089713,53244,Michael Bandy,2.428718,0
TE,10.431506,5,0.358306,0.387219,0.001554,0.029817,0.029813,0.000999,0.295434,44856,Gerald Everett,10.431506,0
QB,39.545703,5,0.379124,0.428452,0.01656,0.074485,0.074474,0.002943,0.745296,52414,Justin Herbert,39.545703,0
WR,9.76893,5,0.34599,0.3696,0.000471,0.019008,0.019005,0.00067,0.189062,53506,Josh Palmer,9.76893,0
G,2.941176,5,0.330685,0.349762,0.000204,0.00866,0.008659,0.000397,0.087131,54482,Zion Johnson,2.941176,0
RB,60.900407,5,0.372972,0.414004,0.007076,0.058188,0.058179,0.001995,0.579044,45573,Austin Ekeler,60.900407,0
DT,3.262218,5,0.312563,0.32829,0.000088,0.004082,0.004082,0.000271,0.041145,48301,Jalen Dalton,3.262218,0
WR,6.961681,5,0.348653,0.372229,0.000446,0.021153,0.02115,0.000658,0.208528,42794,DeAndre Carter,6.961681,0
G,4.565233,5,0.344134,0.365866,0.000596,0.01359,0.013588,0.000613,0.137488,41959,Matt Feiler,4.565233,0
FS,9.368146,5,0.340934,0.365487,0.000299,0.01815,0.018152,0.000539,0.170999,52472,Jeremy Chinn,9.368146,5
NT,6.716959,5,0.340031,0.363582,0.00013,0.014747,0.014748,0.000407,0.138362,54948,Marquan McCall,6.716959,5
SS,16.835541,5,0.356481,0.38382,0.000879,0.029112,0.029115,0.000806,0.280394,46711,Ryan Neal,16.835541,6
DT,17.241929,5,0.361163,0.390974,0.003403,0.026839,0.026842,0.001069,0.263736,41464,Shelby Harris,17.241929,6
QB,22.861375,4,0.390665,0.42895,0.010992,0.063534,0.063526,0.002187,0.61051,37110,Andy Dalton,22.861375,6
WR,12.879983,4,0.365189,0.391504,0.00122,0.030547,0.030543,0.000916,0.292359,54476,Chris Olave,12.879983,6
DE,4.238626,5,0.329764,0.348409,0.000057,0.008918,0.008919,0.000294,0.087182,52848,Myles Adams,4.238626,6
ILB,23.812265,5,0.364152,0.397197,0.001739,0.038809,0.038813,0.001026,0.363881,52473,Logan Wilson,23.812265,3
DT,35.501924,5,0.366492,0.40131,0.002888,0.039458,0.039463,0.001234,0.374291,46138,B.J. Hill,35.501924,3
CB,11.970564,5,0.35839,0.388701,0.001695,0.02893,0.028933,0.00091,0.275471,43299,Eli Apple,11.970564,3
SS,16.74919,5,0.367366,0.401147,0.002154,0.042304,0.04231,0.001088,0.398066,43350,Vonn Bell,16.74919,3
NT,10.810785,5,0.321369,0.342121,0.00007,0.009553,0.009554,0.000373,0.092608,53535,Jay Tufele,10.810785,3
CB,4.181344,5,0.354267,0.380909,0.000449,0.022545,0.022548,0.00054,0.211238,46215,Tre Flowers,4.181344,5
OLB,7.201918,5,0.346691,0.368604,0.000258,0.013478,0.013479,0.000461,0.13388,54552,Cameron Thomas,7.201918,2
QB,21.748271,4,0.372521,0.402922,0.003095,0.037902,0.037898,0.00124,0.366114,45244,Taysom Hill,21.748271,6
NT,11.664459,5,0.354349,0.376807,0.000405,0.014606,0.014608,0.000521,0.143279,52522,Leki Fotu,11.664459,2
OLB,0.66357,5,0.298739,0.315519,0.000006,0.00354,0.00354,0.000168,0.03502,54721,Jesse Luketa,0.66357,6
ILB,9.467123,5,0.34475,0.369762,0.000367,0.016852,0.016854,0.000461,0.169053,43420,Blake Martinez,9.467123,7
DE,31.151167,5,0.366667,0.398604,0.002345,0.033149,0.033153,0.001147,0.33728,47889,Maxx Crosby,31.151167,7
DE,2.27322,5,0.330685,0.350065,0.000038,0.007924,0.007925,0.000235,0.07914,53508,Malcolm Koonce,2.27322,7
MLB,49.050237,5,0.373333,0.408972,0.003341,0.04482,0.044825,0.001438,0.450704,53509,Divine Deablo,49.050237,7
CB,12.940579,5,0.359477,0.390898,0.001859,0.029165,0.02917,0.000943,0.293621,47817,Rock Ya-Sin,12.940579,7
ILB,23.881837,5,0.355905,0.386374,0.000869,0.028917,0.02892,0.000758,0.29113,42391,Denzel Perryman,23.881837,7
SS,17.839353,5,0.365362,0.398799,0.002382,0.036244,0.03625,0.001046,0.364276,40039,Duron Harmon,17.839353,7
CB,3.672992,5,0.315057,0.33632,0.000262,0.009379,0.00938,0.000405,0.092554,46187,Anthony Averett,3.672992,7
DT,18.525093,5,0.35706,0.382587,0.001462,0.019321,0.019323,0.000674,0.194313,43411,Andrew Billings,18.525093,7
DT,17.193812,5,0.358974,0.386429,0.001474,0.022126,0.022129,0.00084,0.225607,46214,Bilal Nichols,17.193812,7
DE,13.870044,5,0.365275,0.398366,0.003087,0.031463,0.031468,0.001061,0.319047,38551,Chandler Jones,13.870044,7
ILB,42.321341,5,0.389184,0.423366,0.00672,0.049613,0.049618,0.001607,0.474086,46077,Roquan Smith,42.321341,4
SS,7.530944,5,0.354267,0.381634,0.000527,0.025483,0.025486,0.000674,0.236018,54479,Kyle Hamilton,7.530944,5
G,1.654412,5,0.315897,0.333561,0.000061,0.006929,0.006928,0.000261,0.065891,42356,Andrus Peat,1.654412,5
T,6.787715,5,0.355494,0.376807,0.000763,0.017597,0.017594,0.000609,0.170842,41532,James Hurst,6.787715,3
G,2.610429,5,0.340708,0.359621,0.000219,0.010707,0.010706,0.000386,0.102577,52432,Cesar Ruiz,2.610429,6
RB,3.714371,5,0.32899,0.34632,0.000063,0.006524,0.006524,0.000293,0.065511,47987,Travis Homer,3.714371,0
G,1.286765,5,0.316612,0.331234,0.000044,0.004478,0.004478,0.000248,0.044351,41310,Gabe Jackson,1.286765,2
G,1.470588,5,0.306102,0.321353,0.000044,0.005178,0.005177,0.000275,0.049594,46235,Wyatt Teller,1.470588,0
G,3.308824,5,0.336907,0.35763,0.000343,0.01355,0.013548,0.00049,0.127894,41264,Joel Bitonio,3.308824,5
C,3.295068,5,0.326756,0.346374,0.000127,0.011048,0.011046,0.000414,0.103096,44870,Ethan Pocic,3.295068,5
G,2.573529,5,0.325444,0.34434,0.000099,0.010297,0.010296,0.000359,0.095754,54601,Cordell Volson,2.573529,5
G,2.941176,5,0.326756,0.345974,0.000135,0.010163,0.010161,0.00039,0.095076,46163,Alex Cappa,2.941176,0
